DateKey,RegionID,ProductID,RevenueTarget,ProfitTarget
20250824,111,P0150,4735935,301771
20250829,7,P0029,4220366,885665
20250519,101,P0449,1911713,341480
20240427,34,P0369,1994438,893438
20250219,102,P0265,4006092,403034
20230312,131,P0442,2677884,886522
20230806,150,P0153,3809278,936288
20240415,72,P0012,4626757,766188
20250202,123,P0461,2056046,952975
20251105,95,P0110,2221658,451095
20231005,85,P0433,1457792,300966
20230621,70,P0458,2456458,357728
20240402,98,P0494,4839756,260140
20231218,130,P0289,1726987,58445
20250605,17,P0202,3972502,696286
20220228,136,P0244,4818195,47903
20250701,27,P0355,4509094,381493
20221206,113,P0440,1392726,130452
20250721,72,P0326,4172334,734384
20241001,68,P0098,4290669,82128
20250826,72,P0084,1626435,166598
20230522,12,P0414,2924381,891823
20220827,80,P0373,3724415,596273
20220625,5,P0266,876701,83492
20231012,109,P0071,4839817,989438
20250321,53,P0256,4831419,681646
20240503,5,P0191,2036585,712497
20240817,23,P0158,706583,188465
20240225,82,P0444,4086097,248888
20240528,72,P0226,650052,459021
20240220,2,P0386,934460,540422
20220311,124,P0122,50685,603834
20240620,70,P0433,1870296,743156
20230909,116,P0101,2296402,98449
20250502,22,P0223,1503792,933404
20231019,7,P0003,1904404,221577
20241119,36,P0245,1332800,495764
20240411,52,P0357,2241637,435361
20241007,79,P0272,1318444,710919
20220523,140,P0108,2844722,259461
20240614,75,P0498,4607254,263838
20250331,110,P0083,1283644,661538
20251006,140,P0097,600304,996035
20231124,119,P0284,2088410,611894
20230215,71,P0125,168473,707091
20240911,108,P0382,3665830,294970
20240902,36,P0065,4536281,391698
20240717,126,P0268,1466633,791833
20240625,2,P0292,4423348,836922
20240502,28,P0219,4757403,193941
20230208,39,P0190,2478575,175871
20241007,148,P0143,512794,909776
20220214,51,P0142,4521985,549627
20240218,129,P0387,1863566,255414
20240628,80,P0451,3777390,36399
20220105,57,P0102,297070,284423
20240105,58,P0380,2209997,19404
20230529,37,P0015,1085825,143513
20230320,25,P0031,3886328,120340
20250331,126,P0276,1174576,603339
20250521,3,P0192,2231032,130003
20240423,138,P0191,4555167,900305
20240206,114,P0246,3151479,855661
20240422,15,P0002,1140817,610534
20250809,145,P0327,493106,217586
20250815,101,P0410,4865284,345286
20230913,84,P0082,613605,362742
20250618,17,P0462,2097595,836934
20221121,146,P0237,1384586,247335
20251219,18,P0129,1555370,897010
20240605,119,P0130,4114453,811012
20250807,2,P0067,2093323,968376
20241022,120,P0397,2574373,726754
20220524,14,P0147,1667534,422450
20250715,2,P0269,2983544,613879
20240129,102,P0014,4409311,357397
20220210,58,P0448,1711946,86466
20250912,27,P0447,1630545,511238
20220614,19,P0088,1510407,345479
20240406,108,P0148,2317790,628434
20241208,105,P0466,3403255,652604
20220502,91,P0333,4308688,891848
20241005,22,P0097,3730312,756556
20221128,36,P0354,4926427,291350
20240506,10,P0044,4644983,811614
20230613,91,P0018,1091116,532065
20230702,43,P0418,174205,506035
20230222,98,P0448,1360888,770762
20220315,22,P0126,582982,503048
20230425,128,P0414,427055,868608
20250426,144,P0034,484459,872597
20241217,17,P0439,4873021,760658
20250622,52,P0081,2858174,246878
20220712,5,P0215,4301878,196580
20250516,66,P0161,1560566,290685
20251023,90,P0166,2564737,810288
20240110,82,P0274,2998761,649395
20251020,14,P0488,2241956,13635
20250616,80,P0279,4630485,121687
20240407,34,P0015,1623740,758444
20220309,144,P0018,3459149,622655
20220312,106,P0338,1026073,572668
20240903,86,P0030,3720610,346045
20220613,108,P0385,4076912,514210
20250912,136,P0322,3888145,367871
20220212,103,P0453,4865328,804166
20230412,15,P0273,1251139,313283
20240923,149,P0248,1141315,313743
20221123,54,P0146,3628575,654902
20240805,105,P0339,1758652,189423
20230929,133,P0005,138502,59533
20240410,4,P0161,2853736,793605
20220313,88,P0282,1494051,567762
20251215,139,P0489,2905915,887692
20230522,42,P0022,486092,784706
20230124,61,P0499,2965403,914208
20250708,74,P0037,4980118,990737
20220710,66,P0012,3145450,406618
20240903,137,P0103,4805968,463023
20231206,57,P0060,469979,908671
20241113,34,P0473,655937,996096
20230924,14,P0012,2337003,283955
20221206,140,P0246,1730353,700440
20241218,2,P0144,3686052,664895
20240225,69,P0310,641533,649808
20221024,143,P0094,483449,943395
20220429,141,P0465,545289,864176
20220410,12,P0163,4049572,67882
20220626,93,P0313,4494905,369342
20230418,135,P0457,2898234,737558
20240611,127,P0174,4846047,704436
20230410,97,P0340,1812380,86228
20240323,140,P0200,3981998,987842
20250509,118,P0222,1994187,784195
20240419,90,P0072,4234951,317833
20230322,147,P0299,3085721,323534
20240519,32,P0352,3735653,974066
20240322,128,P0268,4719163,586768
20250905,15,P0069,1121522,530753
20241217,13,P0355,3972381,275683
20240508,34,P0028,56637,183136
20240505,21,P0426,324349,726229
20220429,70,P0119,477023,334036
20240420,105,P0292,2256682,485219
20230731,106,P0479,1890717,486460
20240721,15,P0110,3877258,171572
20220809,19,P0304,3339723,488861
20220729,102,P0031,2145729,774456
20240815,42,P0020,1160785,643966
20220803,68,P0298,2692718,165872
20240223,131,P0298,2018205,344494
20250325,14,P0195,4576912,382287
20220328,85,P0346,4351150,605667
20240831,69,P0130,4156887,516416
20230424,103,P0124,3332778,734738
20250728,66,P0487,1539926,400964
20230710,70,P0054,2601214,741073
20220605,47,P0058,3503851,703612
20230313,1,P0223,2698641,276149
20220319,97,P0288,4074690,411158
20241006,142,P0284,3043185,181676
20231213,95,P0152,1428983,195174
20230618,10,P0146,3934877,477426
20250807,95,P0144,4601872,905651
20230317,74,P0124,1001880,43750
20220417,130,P0457,4725768,434679
20250115,61,P0138,3746107,266081
20220102,60,P0164,2288308,579690
20240623,55,P0021,666755,329206
20251113,46,P0012,2376429,124093
20241110,128,P0199,265568,949892
20250110,146,P0172,1306789,107457
20220903,1,P0463,1621981,745907
20241017,90,P0265,3264450,764020
20250129,16,P0144,1101130,650232
20240228,42,P0124,2259428,569003
20240819,29,P0181,3043153,972887
20251018,90,P0160,1959708,263064
20241109,97,P0474,3155338,227568
20250107,120,P0495,525400,42202
20240924,121,P0200,3141663,38562
20230614,137,P0262,4498725,867203
20220802,8,P0494,3744712,851795
20231020,55,P0294,3607903,858858
20241216,82,P0075,2325570,381774
20250501,87,P0477,902796,65218
20250607,65,P0498,1627562,473215
20250223,141,P0029,2107001,522416
20220330,1,P0302,3814226,976002
20231202,73,P0320,1903892,684279
20220615,41,P0352,1444908,671456
20230802,95,P0115,891080,552328
20241101,50,P0064,4446403,37869
20230218,60,P0286,354436,969008
20240127,15,P0435,1614459,138794
20230714,53,P0036,4973520,294930
20230524,98,P0062,4875565,475018
20230905,36,P0124,2587067,73995
20220331,56,P0406,2398590,999979
20220523,51,P0231,1812711,569485
20241207,54,P0283,4932439,993496
20230830,106,P0308,2193392,59823
20240730,104,P0414,1908988,715799
20241106,80,P0457,1010289,156352
20221102,129,P0471,3499635,146430
20221011,83,P0287,3328550,302748
20221112,61,P0035,866322,994499
20230821,55,P0442,861341,429551
20230705,3,P0003,1968527,686670
20240101,49,P0205,2037820,805378
20240725,78,P0309,1622656,225946
20221009,109,P0235,4663655,524644
20240623,57,P0224,1393234,278698
20250527,134,P0485,680079,510948
20240213,103,P0325,469691,329247
20250917,109,P0122,483403,592352
20250610,116,P0293,927433,674782
20250827,101,P0500,3235929,434858
20220227,118,P0377,2686566,829173
20250611,84,P0005,119236,900657
20250131,124,P0327,2558408,73801
20240208,1,P0147,3243006,480652
20220817,12,P0306,859232,668340
20220826,131,P0210,2244520,955523
20250419,139,P0397,758851,484512
20221009,83,P0237,2905926,449758
20231108,49,P0156,955080,553478
20221129,6,P0421,790380,235852
20230722,112,P0249,3797738,25091
20220316,89,P0316,4940102,548547
20220611,145,P0208,4661774,815192
20250321,73,P0379,3250623,294404
20241124,149,P0376,124889,805981
20220311,136,P0268,3020160,731805
20250805,133,P0058,3522493,550376
20241224,146,P0084,1976167,963359
20241223,106,P0338,2518269,728704
20250724,145,P0028,704874,677711
20230422,137,P0221,1385264,808434
20220518,148,P0078,2149303,207541
20220130,134,P0163,647353,18052
20230809,58,P0005,753222,736873
20250328,30,P0340,1655821,632158
20251127,49,P0254,3311838,779204
20251031,50,P0463,2996225,309422
20231213,109,P0414,4115957,289411
20220614,126,P0140,4189008,37029
20250409,77,P0112,2671356,90358
20230528,76,P0204,3215038,309331
20250426,93,P0112,3778304,950056
20240123,82,P0408,1777513,62040
20240724,140,P0289,2140834,755128
20250907,67,P0262,1803589,156760
20251002,97,P0355,3920536,724648
20231125,110,P0183,686665,181716
20250208,92,P0236,1518050,427077
20220812,19,P0386,4801181,527576
20250126,109,P0361,3039926,475222
20220912,68,P0172,2824658,282327
20250710,29,P0476,1448431,469946
20220429,120,P0361,1993744,689993
20241219,76,P0365,440514,185629
20250312,20,P0014,2740788,725156
20220310,145,P0052,1908223,316994
20251207,40,P0065,2726306,33689
20251222,55,P0308,473765,278507
20221125,90,P0234,1624233,501675
20230120,79,P0392,2472207,817169
20230502,48,P0333,1203735,660139
20241114,73,P0391,1747422,23328
20240223,102,P0343,4307729,856364
20250313,49,P0355,3076185,780044
20241001,105,P0496,151786,157465
20220409,85,P0251,370545,609794
20221202,48,P0355,2658742,624905
20251203,112,P0149,668696,75578
20230410,133,P0017,4381906,893353
20230503,127,P0174,3636841,471877
20221121,6,P0172,3302461,641093
20230601,77,P0286,1463284,121948
20240325,5,P0067,4085718,259088
20220417,70,P0065,614392,379076
20240721,43,P0486,1543607,143521
20250727,121,P0166,3237632,228825
20240131,146,P0277,281419,662853
20221226,26,P0233,1915671,992718
20250318,134,P0129,2739547,883146
20241101,94,P0093,3020215,236867
20240823,33,P0149,4172948,133617
20241008,10,P0302,4507013,694743
20250425,82,P0295,4122362,891921
20230730,1,P0189,3741132,339608
20240225,24,P0193,2414258,27415
20220310,141,P0122,2954813,916681
20220518,28,P0321,1936006,382705
20221120,18,P0395,2627611,985965
20250710,86,P0109,2976813,987027
20240928,73,P0211,71045,80060
20220910,60,P0282,4434380,51779
20220614,106,P0227,2611765,86404
20251127,48,P0277,3198245,175943
20250410,105,P0445,2920474,285308
20240925,94,P0450,1873647,242440
20220120,92,P0239,337297,392055
20241125,16,P0264,4729513,308647
20250527,17,P0240,2538163,971849
20230422,46,P0088,4873106,886147
20250617,32,P0066,796489,77692
20220413,80,P0009,1878017,641971
20240407,91,P0338,2996130,595207
20251107,25,P0091,1399990,782859
20220707,71,P0284,2001896,637295
20250719,123,P0432,2908466,279465
20251002,10,P0493,2079569,658568
20240222,60,P0449,1755615,958261
20220621,26,P0122,3178192,38184
20240629,17,P0463,4831801,875326
20250730,93,P0051,1122976,25162
20230914,128,P0314,4742992,17254
20240505,45,P0439,4019813,36693
20230617,51,P0428,1813009,501773
20250103,56,P0330,4742706,438551
20231104,127,P0279,1384553,52183
20240611,35,P0357,3206661,207204
20221110,95,P0499,1676324,257458
20220918,60,P0222,3164299,959650
20230114,56,P0114,924298,995610
20251110,150,P0186,4228172,21108
20240621,54,P0426,4423532,798593
20250824,21,P0354,4557567,559383
20230110,146,P0386,904910,883940
20230224,140,P0185,1076396,372544
20230812,138,P0113,1759082,537181
20250107,48,P0272,946652,285056
20240701,86,P0266,2688593,884570
20250903,80,P0222,1690614,306545
20240927,77,P0137,3687281,277508
20230523,28,P0133,2905027,309117
20221111,110,P0418,501440,999707
20250724,119,P0119,3178827,947545
20241216,46,P0148,1725505,61440
20251013,20,P0426,3037127,45765
20241022,2,P0216,3960597,739238
20250427,98,P0472,1156207,201865
20241025,61,P0038,460454,213816
20240701,59,P0374,1476512,192165
20240123,27,P0275,1753071,185167
20230406,12,P0239,2489533,87549
20250227,80,P0160,3137693,985495
20250709,111,P0363,3153781,595524
20220225,17,P0222,608272,933284
20230222,79,P0127,1457091,114606
20221107,5,P0280,1759914,66397
20220828,104,P0202,1907460,53739
20220707,40,P0462,2945900,309421
20241026,17,P0295,1156054,193844
20230309,25,P0395,2783272,392056
20221109,114,P0023,1059980,214538
20241214,29,P0420,3285884,236168
20230410,91,P0220,1821773,347362
20250727,45,P0031,3369491,26716
20220203,110,P0280,2118220,442315
20220616,72,P0427,878063,71776
20221008,57,P0068,814978,948355
20231129,69,P0219,392520,708585
20250413,28,P0031,3271893,61168
20241206,76,P0034,2634353,264271
20230511,46,P0167,1629402,219404
20240426,136,P0211,3696714,756436
20230331,102,P0173,4410909,959488
20231113,134,P0297,706420,505963
20221108,6,P0307,347313,943102
20250624,41,P0424,4568230,673491
20241024,84,P0294,1723760,614611
20251013,127,P0457,4986623,760942
20251216,2,P0415,2799853,906664
20251031,31,P0237,199359,165017
20230514,56,P0436,1182986,328726
20250315,57,P0047,2542509,291332
20220501,104,P0157,1005137,496376
20231015,43,P0202,3241248,30561
20230417,75,P0252,3692830,747141
20240112,119,P0469,578019,608401
20240607,88,P0496,2475625,114777
20220521,127,P0097,1807018,339935
20250415,124,P0012,344865,857155
20230830,92,P0163,4634060,30303
20250923,120,P0275,2055863,24238
20220716,134,P0176,1315642,69802
20240915,30,P0446,865521,664072
20240828,109,P0015,3817816,70695
20231008,23,P0334,4089938,795418
20250709,126,P0029,2621015,262322
20240114,121,P0205,1050437,781662
20230626,48,P0301,3774219,471417
20230216,129,P0436,3329639,850720
20230824,133,P0087,1111686,91440
20230222,130,P0145,1499500,570369
20220205,137,P0128,1321288,199067
20220713,76,P0410,1417539,654496
20230221,144,P0086,1887611,505144
20231022,35,P0425,1322200,252209
20241228,25,P0394,3437985,957194
20230530,73,P0094,2482784,619623
20230405,103,P0132,743530,668023
20250606,141,P0248,2348756,910932
20240307,68,P0466,2868613,412359
20241023,59,P0332,3705676,557528
20230216,7,P0371,1493871,967988
20240824,14,P0037,2526240,829251
20231019,5,P0331,705670,191549
20241216,80,P0005,3487323,621342
20251025,30,P0329,663433,313859
20230805,58,P0361,4665625,565414
20240731,101,P0107,4640588,53308
20220118,35,P0205,4486907,28519
20250326,131,P0395,2938112,847586
20220628,113,P0138,4852165,277186
20250208,80,P0329,480726,603460
20230407,147,P0005,4413973,348781
20250107,74,P0217,825491,357338
20250212,94,P0143,3837386,654653
20231105,3,P0263,1807340,564548
20240515,27,P0103,3033547,230885
20240709,113,P0173,1789902,646732
20220402,88,P0277,3743936,305638
20230305,36,P0031,1816775,958044
20240514,107,P0417,3799249,310698
20240420,23,P0310,3644267,988388
20220515,126,P0355,1995030,431068
20250502,146,P0039,4311068,561920
20240529,102,P0476,4352843,208813
20250126,113,P0404,4714921,681170
20240205,100,P0341,862969,529355
20240827,104,P0358,3708104,740817
20251023,70,P0083,3776662,532517
20251028,133,P0459,343768,515553
20231117,69,P0017,4830668,571658
20220927,132,P0058,1456351,539523
20240902,130,P0472,3930473,920654
20250129,109,P0165,4201600,584224
20241210,51,P0243,4953153,128659
20230621,86,P0024,4133467,739419
20221102,39,P0485,4794381,883107
20240417,79,P0128,1870114,330928
20231128,147,P0148,4173105,796910
20230420,101,P0363,2498079,464634
20250903,117,P0338,909895,972892
20220314,76,P0219,2816351,498149
20230914,58,P0277,2236526,130345
20250705,22,P0021,1961412,932115
20220208,61,P0085,1875022,312153
20240121,96,P0484,2349339,324568
20240711,38,P0382,4138714,89048
20250505,6,P0071,840975,624146
20230314,137,P0042,2594916,589465
20250825,61,P0388,1949733,379874
20230423,107,P0342,1130505,163606
20230715,119,P0258,4271610,185510
20230306,147,P0073,4935238,692288
20230723,18,P0151,873843,203208
20250102,86,P0301,2475159,399394
20230710,61,P0258,2886616,934031
20221023,79,P0369,4991246,956944
20240602,55,P0073,946153,624481
20250404,60,P0480,572481,949311
20240114,93,P0159,1895026,59094
20241223,123,P0428,3356398,839712
20250417,44,P0367,67519,975480
20240703,85,P0051,389090,288647
20220708,150,P0093,2385452,486396
20250103,96,P0259,3532266,508878
20251019,85,P0017,3010957,909721
20251223,114,P0115,2077290,965996
20240503,43,P0375,1390597,229075
20230722,9,P0125,4250921,607881
20240608,22,P0212,4446099,879440
20220217,37,P0143,4774953,271995
20220228,66,P0028,1221438,309105
20230614,24,P0166,3755494,673252
20221023,48,P0117,1445858,806891
20240718,60,P0160,4354389,638759
20250109,101,P0098,139862,356536
20230123,90,P0004,1782841,525838
20241113,26,P0104,2602622,430664
20220709,142,P0228,2573183,708893
20231211,91,P0408,3873898,864116
20220606,35,P0258,4242976,103190
20250929,18,P0308,1602749,320511
20220401,124,P0075,2226483,992925
20230906,15,P0061,4132237,369873
20230602,32,P0275,4206845,931525
20241122,79,P0020,2332716,158313
20230926,135,P0014,4093461,854265
20231119,44,P0456,4981393,848462
20251104,133,P0037,3084795,70682
20230917,83,P0196,2859832,211898
20240909,59,P0155,1955608,211926
20230715,132,P0163,300407,904351
20250917,112,P0493,2955256,690911
20241213,131,P0108,3514074,453094
20220725,14,P0378,4596882,268588
20220127,58,P0046,59162,449251
20230416,58,P0073,3289326,668693
20220111,39,P0482,3779034,390377
20230625,133,P0473,946347,303236
20230205,32,P0388,2759037,72244
20240701,66,P0253,2465694,230894
20230406,107,P0292,539046,427418
20230421,136,P0301,1977438,54131
20230824,119,P0302,1532761,944682
20250509,87,P0491,362309,754319
20230506,91,P0276,89936,643426
20230603,21,P0174,3681285,798969
20220621,72,P0290,3694779,63909
20230621,54,P0048,1112880,573402
20241225,123,P0035,4015221,17385
20230117,10,P0153,2168882,520849
20220605,150,P0388,4923810,546546
20230222,94,P0181,4059611,494947
20220613,8,P0344,1940780,253398
20241204,13,P0176,2604507,35924
20230714,72,P0444,4241906,218009
20231230,139,P0070,4199732,354287
20230624,70,P0426,3589476,277316
20250307,105,P0434,2040276,164851
20220611,74,P0153,656223,766504
20240122,98,P0219,2725146,431295
20230315,69,P0484,1011029,225419
20250503,115,P0212,2018909,25977
20230709,91,P0491,4136085,802904
20240218,87,P0474,1961093,381377
20250817,111,P0176,3966563,907259
20230802,87,P0413,238237,451196
20230703,145,P0426,2544503,550249
20221003,68,P0127,3784093,606920
20240801,39,P0142,63575,254589
20230316,13,P0225,2695025,583471
20231126,93,P0186,3424425,309445
20251119,127,P0233,1088811,828177
20220402,98,P0067,929888,766341
20230428,89,P0432,2461959,971759
20250213,72,P0245,4789497,197774
20231026,134,P0369,4620540,557399
20231108,89,P0182,3164334,207970
20240319,132,P0201,1100461,94026
20221124,127,P0301,2165557,138067
20250408,47,P0137,1510411,625843
20240716,84,P0178,758351,567102
20250122,6,P0226,2792720,488716
20231202,108,P0393,4629355,24725
20251203,11,P0378,4421649,511671
20220224,144,P0063,4069211,512859
20230710,30,P0474,4311905,291840
20231004,31,P0251,1944129,822208
20220827,31,P0058,2086496,702020
20220527,87,P0076,786190,638058
20251004,4,P0278,3866479,830126
20220627,67,P0186,2784298,820396
20240517,134,P0008,1622960,846237
20230604,117,P0459,1817876,801250
20231231,35,P0222,3942835,133021
20250311,99,P0194,1678548,413630
20250820,13,P0016,2007435,251440
20240303,64,P0219,1028725,70494
20220829,13,P0354,4268031,652526
20220302,83,P0371,563980,684016
20240414,104,P0177,4313818,840870
20220115,109,P0186,1462802,635008
20251108,73,P0028,3767166,433822
20250930,57,P0373,3159821,978751
20231124,125,P0353,998771,558465
20241229,137,P0062,4926322,945629
20220613,114,P0150,1901300,703130
20231014,137,P0121,3167003,311850
20240703,72,P0157,1831951,887289
20220423,25,P0025,3169102,244581
20220216,59,P0479,1460755,120300
20250219,49,P0064,2001967,959083
20250111,116,P0455,897689,30193
20230709,87,P0305,1647232,247745
20231121,90,P0115,4316108,932521
20230821,126,P0378,4334478,580166
20240616,35,P0249,4323971,884100
20250307,132,P0491,2545235,550518
20221014,52,P0189,616339,83021
20240816,1,P0374,3948505,759384
20220412,44,P0198,1751365,877524
20241130,30,P0133,1918672,536890
20220115,129,P0074,3800443,952557
20250911,96,P0090,109040,561221
20220530,81,P0441,4728996,508797
20240529,65,P0048,3262460,542415
20250724,27,P0263,986645,903448
20240913,18,P0459,3506389,490409
20250721,142,P0231,2617037,183841
20220902,22,P0388,725640,158608
20231125,77,P0075,747902,771175
20230325,9,P0220,983824,283896
20220604,46,P0055,4335251,355690
20230321,5,P0178,2683167,24824
20241009,30,P0418,2276872,707343
20241014,26,P0383,4213327,902884
20220405,40,P0336,2860644,195175
20220813,84,P0042,3985875,412322
20220909,55,P0376,4525037,493743
20220224,131,P0131,4177347,310829
20240422,90,P0191,2152750,12884
20250212,131,P0382,3687372,674669
20240428,27,P0072,858586,181967
20250412,13,P0363,715558,177202
20230207,3,P0411,2946105,953733
20240715,14,P0070,4869588,29723
20220203,129,P0219,3846200,454689
20220710,129,P0157,798821,37016
20240630,79,P0409,1786237,391887
20250413,27,P0291,4380726,583735
20220506,9,P0191,2833347,868072
20220317,29,P0454,3696080,738151
20220304,73,P0139,3052584,62112
20250624,55,P0089,4308144,371577
20240708,12,P0213,3954177,508065
20230305,95,P0302,4171199,694886
20230726,11,P0335,4422415,269666
20240724,119,P0186,1567947,925371
20221221,89,P0200,2342870,781228
20240604,46,P0199,2084466,493969
20230926,1,P0461,2608350,214094
20241127,145,P0431,199943,809862
20231212,33,P0059,3060355,649685
20220602,78,P0126,2592381,390438
20240812,117,P0387,2178027,187889
20250723,127,P0391,2337505,186673
20251119,57,P0230,1795699,769883
20220524,93,P0218,70251,145471
20251002,149,P0351,2907773,393464
20220204,131,P0096,2701118,555950
20241208,88,P0356,4930944,188601
20240129,82,P0363,4248344,658560
20221203,105,P0209,4107577,218204
20220326,136,P0255,2919236,120320
20220212,119,P0206,1599516,876378
20241113,41,P0422,223747,949495
20220622,107,P0292,4525423,678948
20241110,68,P0222,4107593,301179
20230618,16,P0334,824975,247992
20241121,85,P0477,4328824,334523
20220226,127,P0092,3157894,42406
20230423,65,P0064,223722,297659
20251006,103,P0249,1333853,491093
20251126,4,P0121,4302936,935206
20220706,79,P0306,3544514,589122
20250427,92,P0149,1503581,593864
20230425,48,P0432,2785003,99447
20230924,4,P0255,1538912,614804
20240616,82,P0321,3829021,383390
20220923,131,P0105,3056392,444692
20240917,24,P0111,4963516,600405
20220320,1,P0334,4024321,706748
20250601,64,P0099,174333,356802
20220406,93,P0135,1393557,226471
20250728,48,P0164,4739295,655657
20240816,37,P0126,716064,702355
20220719,108,P0372,1393337,964148
20250130,125,P0240,2068176,828131
20241020,34,P0267,3184589,527331
20230129,87,P0074,896493,517206
20250821,78,P0101,423458,40729
20231006,132,P0129,3157407,870566
20240826,89,P0114,766910,151986
20230912,54,P0318,2767380,105951
20230401,86,P0098,1117863,890695
20230524,68,P0453,2919616,349472
20230506,46,P0005,3703530,576309
20220307,149,P0318,4273224,131873
20250619,103,P0084,1076412,706968
20240207,45,P0010,2562733,915145
20241203,16,P0394,2530136,860732
20230703,43,P0317,4960661,765387
20240219,145,P0311,4930247,59628
20250815,34,P0302,514417,777799
20240722,143,P0001,3443643,705674
20220622,136,P0048,1310313,387540
20221106,52,P0117,1985597,509214
20250103,55,P0079,3392740,436098
20250625,7,P0416,3150695,606045
20230224,62,P0095,2114515,782449
20220618,146,P0348,2646993,366074
20240108,99,P0365,1318163,470540
20231222,83,P0131,150538,172494
20231211,108,P0128,52031,907279
20220313,92,P0333,4118620,322214
20240501,33,P0296,1055246,310550
20230502,26,P0358,696290,725352
20230520,72,P0449,2505342,888966
20241104,9,P0056,1401972,178212
20230912,43,P0055,4888159,503014
20220126,80,P0029,4450600,871437
20220211,17,P0277,4223007,865991
20240422,13,P0315,615274,953572
20251224,18,P0434,4477034,398863
20220112,31,P0368,909288,842026
20230317,67,P0018,3018355,298741
20230303,27,P0186,1804666,891217
20221210,62,P0144,364367,620398
20241018,30,P0312,1175224,530657
20220207,69,P0107,2801667,716697
20230421,100,P0284,4075373,964259
20220928,55,P0326,2260295,660455
20251216,117,P0478,4538276,215110
20230414,95,P0182,4753059,288969
20250702,35,P0374,3420369,454960
20250714,60,P0080,4777638,998420
20230522,52,P0451,4830045,683800
20220831,47,P0334,1508966,369309
20231001,2,P0034,2588635,574455
20250723,118,P0463,3756505,590749
20231208,150,P0269,451914,972341
20250612,104,P0174,4781020,635697
20221004,68,P0366,213754,318169
20250825,130,P0087,519184,917974
20221212,20,P0195,3476826,786637
20250407,46,P0495,2416303,192470
20220529,57,P0419,2753987,312955
20220412,92,P0058,2283847,78121
20231207,145,P0087,254707,142276
20251112,61,P0473,268748,176068
20220108,95,P0129,972268,901555
20241001,14,P0107,107743,251438
20230926,34,P0258,2591102,604304
20231219,119,P0401,2968317,322392
20231122,48,P0018,396975,540502
20250217,46,P0186,1989038,537203
20220731,22,P0127,3059471,199148
20250718,48,P0375,3209008,855930
20241221,101,P0061,453189,613421
20240525,94,P0277,3043546,815933
20251221,124,P0121,403632,887193
20250921,72,P0076,1190719,735445
20230416,108,P0132,2959407,978963
20241120,98,P0336,2929498,842036
20230907,104,P0277,4962887,313668
20240326,23,P0179,3736258,845802
20230519,4,P0227,4333898,117092
20250325,68,P0461,2368084,875597
20250518,110,P0035,596070,859435
20221213,146,P0272,485778,815585
20241222,136,P0132,2353887,531014
20250602,105,P0484,1368495,400099
20240606,30,P0047,3905262,28819
20230205,101,P0124,2359804,948622
20230314,3,P0375,700211,681099
20230929,85,P0338,4484332,275975
20251021,42,P0216,702562,990947
20240517,90,P0046,1401499,126841
20240706,89,P0078,3432320,473731
20251109,41,P0286,4709342,610244
20220726,138,P0437,720610,119702
20250801,20,P0369,3412143,66910
20220213,14,P0148,4659145,584759
20240310,22,P0424,4372592,837183
20220213,103,P0435,574999,131684
20250123,82,P0326,820259,864849
20251216,88,P0035,3055549,170717
20221013,89,P0188,1570338,503270
20240517,59,P0318,4939889,216763
20231118,54,P0391,4259308,255649
20230203,137,P0340,1977287,907151
20231009,113,P0206,653407,39595
20251031,59,P0268,967776,819272
20230902,141,P0382,4631543,918958
20230403,105,P0151,2736108,459656
20240907,37,P0323,1586841,969850
20221207,138,P0295,187433,445861
20240312,15,P0278,1476233,931548
20230215,52,P0482,412698,746827
20230824,7,P0236,1408509,348821
20240624,113,P0344,1707769,214906
20230309,8,P0456,232327,692831
20230527,49,P0122,1571249,902208
20240527,42,P0359,1307126,576257
20221121,83,P0090,3518355,502427
20220616,65,P0198,1829134,846763
20231226,114,P0141,3563824,597659
20220426,138,P0388,1176424,759826
20240907,75,P0107,4424926,869667
20230415,6,P0168,1263473,37954
20240108,74,P0133,3203559,374766
20220419,81,P0406,3675726,817185
20220703,9,P0283,4364387,944199
20240103,39,P0419,4430617,812165
20220820,133,P0240,4590586,821347
20241001,61,P0280,4829157,28612
20220202,17,P0250,4105955,490132
20231016,150,P0170,2817681,583249
20220503,36,P0300,3071195,37627
20250708,46,P0349,3421880,233366
20240723,84,P0413,4001438,528644
20250107,100,P0431,2587631,776878
20240221,36,P0260,3665404,466500
20251009,124,P0259,2476477,278956
20221023,139,P0110,635868,475407
20231109,141,P0082,226973,696508
20230116,23,P0338,1845329,986525
20240308,106,P0163,2397064,525250
20230125,43,P0244,4142975,953844
20230430,141,P0313,2429724,723668
20240831,119,P0242,2448364,679213
20250704,67,P0165,2000384,630021
20240314,133,P0182,4058536,390416
20220330,47,P0346,813782,517565
20220118,128,P0495,887544,998898
20230202,83,P0496,655672,492522
20231104,25,P0310,2692315,262269
20220521,113,P0264,4117267,298392
20230514,40,P0495,3647117,981664
20241027,102,P0165,2185649,185364
20240911,41,P0410,4774043,330416
20220721,122,P0483,2143960,329907
20220502,5,P0482,4824740,602814
20251028,88,P0409,2622054,410525
20241226,94,P0086,4966676,806724
20220526,90,P0117,2441374,163246
20220625,113,P0105,3965488,830312
20220529,56,P0099,1298027,829678
20220627,144,P0103,1686439,295734
20231112,147,P0316,1926519,633146
20220714,137,P0138,840013,957719
20220125,110,P0075,1457900,451425
20220405,104,P0387,4299757,654214
