InventoryID,DateKey,ProductID,RegionID,OpeningStock,ClosingStock
I020764,20241108,P0442,57,3833,1192
I020765,20231026,P0357,112,4802,418
I020766,20220125,P0154,40,4597,2594
I020767,20231127,P0183,55,975,2029
I020768,20220918,P0307,29,2717,632
I020769,20231004,P0356,99,1310,1722
I020770,20240521,P0255,55,1865,1284
I020771,20250327,P0244,115,3049,1070
I020772,20250513,P0183,8,3566,2216
I020773,20240206,P0328,98,2457,1381
I020774,20250422,P0362,103,3228,2153
I020775,20251124,P0119,46,247,2118
I020776,20241103,P0466,68,4642,794
I020777,20231230,P0293,40,3159,2354
I020778,20230909,P0204,35,3221,2549
I020779,20230803,P0260,17,2741,1295
I020780,20240615,P0376,66,3920,1909
I020781,20250124,P0227,59,370,2907
I020782,20240709,P0021,8,306,2776
I020783,20240418,P0469,63,1842,3369
I020784,20240721,P0003,57,2002,1583
I020785,20240630,P0398,87,927,3641
I020786,20221109,P0068,116,604,436
I020787,20220602,P0271,146,355,2957
I020788,20250610,P0485,96,1389,2207
I020789,20220214,P0412,6,4582,1463
I020790,20230227,P0319,69,4487,1671
I020791,20250831,P0236,150,2985,761
I020792,20250114,P0343,13,4851,216
I020793,20220702,P0078,115,1431,2793
I020794,20220202,P0408,79,3323,3764
I020795,20231103,P0111,52,3738,2099
I020796,20240729,P0212,27,4421,818
I020797,20250616,P0296,17,110,80
I020798,20250326,P0387,89,2292,201
I020799,20250506,P0474,108,2555,917
I020800,20241202,P0467,97,4366,3569
I020801,20240719,P0413,70,4925,3862
I020802,20240104,P0196,73,388,3275
I020803,20250414,P0258,133,4375,83
I020804,20220202,P0332,45,1570,909
I020805,20231118,P0216,40,2603,2534
I020806,20240515,P0085,61,2396,2386
I020807,20241205,P0034,116,4798,2818
I020808,20241202,P0422,132,2612,424
I020809,20220705,P0288,48,1669,3245
I020810,20250613,P0099,27,4614,2470
I020811,20220709,P0022,19,1945,3485
I020812,20230819,P0167,13,3472,2977
I020813,20251111,P0151,112,1643,2456
I020814,20240212,P0153,105,2851,253
I020815,20230512,P0494,130,1896,1148
I020816,20241129,P0480,69,3903,1874
I020817,20230711,P0015,79,1486,2262
I020818,20220805,P0229,96,1487,2148
I020819,20250212,P0070,98,275,654
I020820,20220817,P0003,124,437,3220
I020821,20250121,P0355,32,1936,658
I020822,20230207,P0315,99,4315,2322
I020823,20251022,P0477,98,2224,3738
I020824,20250528,P0199,99,3413,1145
I020825,20220305,P0464,43,1387,1737
I020826,20220610,P0112,139,3548,2844
I020827,20230816,P0378,149,2955,1622
I020828,20250529,P0211,80,2342,1922
I020829,20220726,P0427,39,2127,800
I020830,20230423,P0285,106,3284,2465
I020831,20221031,P0257,103,234,2165
I020832,20251020,P0434,64,1308,3574
I020833,20221009,P0081,16,168,2864
I020834,20240726,P0279,102,3567,167
I020835,20250723,P0115,69,974,1468
I020836,20231219,P0119,118,1660,2383
I020837,20220227,P0045,59,4207,2734
I020838,20221217,P0287,2,1818,323
I020839,20230307,P0253,39,3077,1033
I020840,20230224,P0350,139,3854,1680
I020841,20251103,P0165,123,4505,3801
I020842,20250722,P0406,121,381,3482
I020843,20250726,P0372,124,3720,559
I020844,20241007,P0101,14,1620,1182
I020845,20230408,P0475,76,928,345
I020846,20231121,P0207,84,1351,1785
I020847,20251203,P0130,35,799,2800
I020848,20241214,P0316,74,2279,1896
I020849,20220927,P0198,9,3482,1083
I020850,20240717,P0474,30,4357,92
I020851,20220820,P0184,8,2172,2169
I020852,20230118,P0289,101,2667,2333
I020853,20250914,P0048,86,1875,1934
I020854,20240419,P0153,85,4104,168
I020855,20231220,P0019,127,1505,1936
I020856,20230101,P0121,117,368,3436
I020857,20220313,P0012,135,3095,3050
I020858,20230427,P0359,147,4650,325
I020859,20250503,P0475,22,1510,744
I020860,20240516,P0315,108,2183,1789
I020861,20250226,P0301,96,1910,3352
I020862,20250421,P0117,98,4379,180
I020863,20250520,P0051,78,4938,3358
I020864,20231111,P0189,83,651,775
I020865,20250106,P0214,49,3338,499
I020866,20220610,P0294,133,151,295
I020867,20250217,P0044,61,3516,596
I020868,20240320,P0500,12,4132,996
I020869,20221211,P0134,31,3177,2176
I020870,20241102,P0028,105,188,2961
I020871,20250128,P0289,36,4351,2918
I020872,20241103,P0085,23,3943,1550
I020873,20241231,P0175,53,4769,3354
I020874,20220716,P0052,128,1957,1820
I020875,20220320,P0404,11,2123,2258
I020876,20250907,P0130,63,2281,158
I020877,20250830,P0066,40,1436,318
I020878,20231223,P0155,117,1652,2071
I020879,20220804,P0369,139,2934,1640
I020880,20250526,P0232,31,4191,2075
I020881,20241114,P0252,90,214,1748
I020882,20250127,P0039,94,2292,1566
I020883,20240729,P0119,97,2757,3869
I020884,20240510,P0143,104,1490,3213
I020885,20240125,P0135,17,3082,1838
I020886,20251217,P0100,21,2683,144
I020887,20240321,P0292,131,2829,3646
I020888,20240515,P0352,84,2049,1981
I020889,20220928,P0043,34,2431,790
I020890,20221015,P0283,90,969,2996
I020891,20250629,P0032,149,4755,2701
I020892,20240615,P0160,13,1221,1086
I020893,20230628,P0387,52,557,2014
I020894,20251001,P0471,82,768,3149
I020895,20230414,P0377,80,188,3783
I020896,20230214,P0154,22,1891,1031
I020897,20250912,P0147,50,137,2971
I020898,20240903,P0139,97,2112,2841
I020899,20241125,P0087,130,536,1411
I020900,20220127,P0208,34,2899,811
I020901,20250725,P0446,8,795,1380
I020902,20220910,P0178,79,2674,1817
I020903,20220101,P0272,111,128,2946
I020904,20250818,P0251,120,1372,2492
I020905,20230613,P0118,93,494,1859
I020906,20220122,P0088,124,2442,1113
I020907,20220815,P0478,64,1000,288
I020908,20240516,P0166,32,3421,2124
I020909,20251213,P0187,49,383,84
I020910,20230119,P0220,69,1501,435
I020911,20230413,P0193,106,3854,1035
I020912,20240512,P0058,130,3769,908
I020913,20250610,P0160,98,2548,1968
I020914,20231205,P0193,12,3471,2811
I020915,20230615,P0226,21,4303,1145
I020916,20240415,P0123,122,3030,394
I020917,20230605,P0210,54,852,3416
I020918,20230516,P0290,121,1492,2484
I020919,20221008,P0305,121,1101,472
I020920,20251005,P0400,9,2121,3403
I020921,20231225,P0114,32,2840,2297
I020922,20231023,P0037,109,1167,2490
I020923,20230610,P0414,148,2753,3773
I020924,20220516,P0059,76,1625,2534
I020925,20220814,P0354,15,4137,3090
I020926,20241116,P0085,89,1604,1164
I020927,20250120,P0343,3,1942,1873
I020928,20230320,P0237,63,4813,3242
I020929,20250216,P0298,22,1668,2972
I020930,20220518,P0343,32,372,1578
I020931,20241011,P0397,139,951,1845
I020932,20240824,P0060,127,2186,2544
I020933,20240112,P0377,84,3260,2231
I020934,20250627,P0209,23,856,2346
I020935,20230203,P0368,7,3099,1332
I020936,20240207,P0463,1,3348,3952
I020937,20250415,P0236,49,2203,1105
I020938,20240325,P0463,61,3977,1128
I020939,20240416,P0126,41,1865,1079
I020940,20220904,P0476,150,381,3763
I020941,20241116,P0232,139,901,647
I020942,20240807,P0080,6,4527,3162
I020943,20250212,P0437,55,3230,732
I020944,20241209,P0027,85,1678,481
I020945,20231201,P0265,133,4861,1265
I020946,20250103,P0027,11,1114,336
I020947,20240824,P0172,4,2243,3446
I020948,20250505,P0269,119,1877,1692
I020949,20240101,P0416,54,868,1591
I020950,20230410,P0473,9,4538,3421
I020951,20231003,P0250,143,4798,3089
I020952,20220405,P0445,49,4079,2327
I020953,20230928,P0057,59,4688,1071
I020954,20230408,P0139,77,925,1802
I020955,20230314,P0121,135,2623,772
I020956,20250407,P0341,48,3758,285
I020957,20230407,P0419,70,2455,600
I020958,20230226,P0228,106,3793,2644
I020959,20250710,P0341,146,2519,2701
I020960,20220310,P0225,9,693,2777
I020961,20240317,P0298,150,1895,565
I020962,20220412,P0024,79,751,1562
I020963,20240716,P0383,125,3308,1347
I020964,20221216,P0060,125,3587,2879
I020965,20221122,P0120,56,309,2732
I020966,20250121,P0402,73,4472,3851
I020967,20240316,P0262,37,3332,417
I020968,20250125,P0300,82,430,3046
I020969,20251024,P0259,65,912,3120
I020970,20240919,P0441,121,915,2901
I020971,20230418,P0487,141,1703,836
I020972,20230602,P0209,92,105,869
I020973,20231207,P0443,150,2797,3054
I020974,20251219,P0126,78,3918,316
I020975,20220615,P0275,42,2689,2892
I020976,20230916,P0148,10,4532,1766
I020977,20240821,P0105,28,2103,88
I020978,20221205,P0117,77,1006,1515
I020979,20220812,P0022,69,1758,963
I020980,20240909,P0411,113,4610,2695
I020981,20250904,P0077,137,1069,1859
I020982,20250131,P0339,148,168,252
I020983,20230901,P0364,57,3232,3421
I020984,20231026,P0232,45,3633,2264
I020985,20241204,P0118,80,2400,3647
I020986,20220625,P0330,32,1023,147
I020987,20231015,P0328,53,3980,2331
I020988,20221015,P0002,142,2626,890
I020989,20221119,P0166,101,2727,380
I020990,20220331,P0179,109,2268,1882
I020991,20231209,P0063,59,4591,2334
I020992,20250202,P0069,150,2120,479
I020993,20221004,P0379,60,2116,2022
I020994,20220812,P0058,103,2644,233
I020995,20251009,P0392,51,1272,1801
I020996,20230611,P0423,103,1556,2191
I020997,20221202,P0075,26,4739,2096
I020998,20241002,P0463,109,3811,1324
I020999,20231201,P0048,42,2218,1316
I021000,20240406,P0120,51,4263,3096
I021001,20231231,P0443,34,138,3271
I021002,20220622,P0451,60,3993,2905
I021003,20220708,P0358,50,2429,337
I021004,20240826,P0280,100,4142,637
I021005,20250614,P0049,5,2314,1841
I021006,20240320,P0166,82,3575,1124
I021007,20241227,P0356,150,4648,3727
I021008,20220321,P0049,44,4277,3127
I021009,20220320,P0323,23,4056,1194
I021010,20220711,P0179,84,527,1783
I021011,20250418,P0346,12,4778,1926
I021012,20251212,P0354,29,3455,850
I021013,20220421,P0013,32,3861,2430
I021014,20250817,P0281,53,2627,3437
I021015,20250616,P0262,60,1492,3270
I021016,20230227,P0235,56,541,1022
I021017,20220430,P0124,29,917,187
I021018,20241226,P0105,116,1512,3268
I021019,20221226,P0371,107,2649,379
I021020,20241008,P0258,110,2025,1815
I021021,20240918,P0412,71,1455,1766
I021022,20231018,P0158,9,715,1598
I021023,20220205,P0400,57,1651,750
I021024,20220522,P0391,54,3339,3133
I021025,20240506,P0126,107,3119,1042
I021026,20230215,P0438,27,1214,202
I021027,20220224,P0321,39,3998,1713
I021028,20240403,P0074,67,2332,2695
I021029,20241223,P0277,74,882,2017
I021030,20231203,P0263,100,632,3313
I021031,20221116,P0098,72,2229,3997
I021032,20221031,P0217,17,1409,3397
I021033,20240411,P0320,91,3251,3007
I021034,20240121,P0358,147,2014,519
I021035,20220125,P0022,129,756,2201
I021036,20251104,P0299,94,1111,748
I021037,20220406,P0296,39,4003,3994
I021038,20220210,P0387,8,4295,2942
I021039,20220830,P0273,141,3770,1569
I021040,20240223,P0468,124,510,1139
I021041,20250121,P0134,125,798,618
I021042,20241116,P0136,144,3039,3288
I021043,20250803,P0442,103,2210,2101
I021044,20241120,P0041,17,2767,3646
I021045,20240919,P0104,78,4814,535
I021046,20250505,P0037,99,2750,3394
I021047,20230527,P0120,102,4673,2028
I021048,20230714,P0447,25,1849,2935
I021049,20221021,P0157,1,1325,330
I021050,20231012,P0141,29,4355,633
I021051,20250615,P0476,109,2113,1503
I021052,20230124,P0089,67,1657,1531
I021053,20230127,P0248,61,4920,3866
I021054,20240315,P0410,136,2457,3667
I021055,20250424,P0146,14,4660,877
I021056,20240224,P0292,97,1717,1246
I021057,20251218,P0022,83,609,1156
I021058,20220914,P0321,74,1829,3014
I021059,20230518,P0030,134,155,2875
I021060,20240214,P0261,110,1025,3438
I021061,20230321,P0391,99,2850,1452
I021062,20250903,P0264,125,4851,3657
I021063,20251110,P0114,98,838,326
I021064,20221204,P0320,121,3214,107
I021065,20230628,P0088,87,4561,282
I021066,20250905,P0032,127,2538,1793
I021067,20221006,P0471,9,3846,86
I021068,20250622,P0308,44,3230,1683
I021069,20240418,P0153,107,4511,1032
I021070,20250222,P0177,50,4252,1500
I021071,20240807,P0168,64,1353,2592
I021072,20220908,P0147,21,1175,3756
I021073,20230820,P0181,2,4996,3109
I021074,20221117,P0269,28,2808,3159
I021075,20230406,P0205,74,1236,242
I021076,20251208,P0074,27,3666,1274
I021077,20231012,P0313,83,1296,672
I021078,20251219,P0259,1,302,942
I021079,20230331,P0154,108,2112,1782
I021080,20220330,P0110,76,578,236
I021081,20230830,P0297,25,1189,2578
I021082,20240107,P0047,67,3588,91
I021083,20220223,P0272,133,158,1782
I021084,20250114,P0426,136,2504,3283
I021085,20251126,P0326,66,2862,3405
I021086,20240526,P0204,98,1473,3342
I021087,20240624,P0002,63,4836,3642
I021088,20240901,P0345,24,711,3536
I021089,20220910,P0284,65,193,2300
I021090,20230113,P0312,28,2866,1033
I021091,20221211,P0399,2,4919,2336
I021092,20250429,P0488,133,1142,3606
I021093,20230417,P0342,61,3654,1460
I021094,20230603,P0073,51,4468,3417
I021095,20241023,P0101,42,3591,3742
I021096,20240816,P0493,143,1032,3632
I021097,20240419,P0481,136,4365,3719
I021098,20250102,P0385,70,3338,2811
I021099,20230714,P0346,73,1853,875
I021100,20220703,P0116,26,255,2746
I021101,20221017,P0065,139,1721,768
I021102,20220620,P0068,88,2012,428
I021103,20220816,P0095,40,1073,3741
I021104,20220110,P0413,140,2271,2856
I021105,20220518,P0278,21,1071,2783
I021106,20241220,P0163,129,4650,3344
I021107,20231227,P0429,126,2299,3125
I021108,20250505,P0357,57,4565,408
I021109,20231129,P0079,135,1280,3749
I021110,20220926,P0433,71,711,1160
I021111,20220721,P0119,26,3118,2829
I021112,20250203,P0413,25,337,1948
I021113,20221030,P0325,35,4345,702
I021114,20250804,P0285,38,3891,3161
I021115,20230709,P0075,25,2316,3000
I021116,20220928,P0481,128,4567,900
I021117,20250414,P0084,134,1692,3383
I021118,20251016,P0202,11,848,3214
I021119,20240801,P0274,60,3044,1220
I021120,20250104,P0407,62,1673,752
I021121,20241002,P0133,95,3704,2297
I021122,20230205,P0171,140,2170,449
I021123,20230404,P0192,69,599,982
I021124,20220816,P0030,12,668,1426
I021125,20250212,P0283,87,3045,278
I021126,20230623,P0003,15,860,2886
I021127,20220211,P0449,76,3650,441
I021128,20220117,P0042,111,2571,2267
I021129,20220312,P0215,36,2988,2494
I021130,20220801,P0288,86,744,3216
I021131,20220719,P0019,93,1735,3613
I021132,20251119,P0233,27,2490,1924
I021133,20250122,P0095,37,688,3860
I021134,20240604,P0477,69,4495,643
I021135,20241231,P0299,83,3105,3406
I021136,20240703,P0021,64,4312,1619
I021137,20240330,P0223,64,2327,2855
I021138,20240312,P0143,72,647,3860
I021139,20251027,P0339,119,4095,305
I021140,20240112,P0157,1,2358,290
I021141,20250901,P0030,81,3086,401
I021142,20220728,P0365,37,1488,1224
I021143,20241210,P0228,76,3255,754
I021144,20220505,P0428,83,4155,2497
I021145,20231111,P0272,2,4948,3541
I021146,20220119,P0058,114,424,535
I021147,20221228,P0072,149,1326,1402
I021148,20250217,P0148,114,2807,2340
I021149,20241003,P0009,90,1105,1294
I021150,20240901,P0085,121,4601,2542
I021151,20230208,P0391,133,998,961
I021152,20230531,P0071,143,2273,3340
I021153,20230606,P0072,78,3558,1915
I021154,20231231,P0431,149,1915,2330
I021155,20220928,P0399,87,2236,1029
I021156,20250612,P0400,65,3817,3946
I021157,20230330,P0176,135,3565,737
I021158,20220520,P0172,99,2470,565
I021159,20230308,P0093,91,4493,2558
I021160,20231030,P0478,64,4540,203
I021161,20251221,P0064,45,4683,2299
I021162,20231118,P0308,117,1107,156
I021163,20250415,P0101,13,3226,3840
I021164,20230108,P0043,144,3333,833
I021165,20250708,P0383,20,3760,1515
I021166,20240611,P0231,125,2630,2473
I021167,20240811,P0469,110,4996,1387
I021168,20230730,P0416,148,2413,2179
I021169,20220901,P0079,67,1157,1300
I021170,20230627,P0232,27,1540,3067
I021171,20251001,P0474,117,150,224
I021172,20250514,P0081,134,3770,2890
I021173,20241223,P0161,2,2104,1327
I021174,20240517,P0203,42,1345,3976
I021175,20220807,P0060,102,792,2397
I021176,20230710,P0434,90,514,190
I021177,20220128,P0003,86,3106,1373
I021178,20221005,P0101,139,3344,818
I021179,20230728,P0474,48,236,1525
I021180,20240503,P0061,18,392,1567
I021181,20240115,P0237,24,4916,660
I021182,20231024,P0190,64,3446,450
I021183,20221219,P0487,24,2710,2726
I021184,20220305,P0457,106,2562,2011
I021185,20221127,P0092,8,728,3410
I021186,20240702,P0384,115,1447,2550
I021187,20221006,P0187,139,2993,2700
I021188,20221009,P0102,100,298,3967
I021189,20240722,P0480,24,515,3193
I021190,20240312,P0306,34,1806,231
I021191,20250521,P0359,42,2010,2915
I021192,20250613,P0234,9,208,3069
I021193,20220716,P0016,54,1754,431
I021194,20220403,P0133,109,2011,3334
I021195,20231105,P0022,82,2231,262
I021196,20240815,P0115,38,1366,602
I021197,20240407,P0334,89,4880,3258
I021198,20220801,P0500,120,2249,3385
I021199,20240916,P0429,27,2994,3159
I021200,20250107,P0047,121,3878,2209
I021201,20241018,P0209,2,3764,2423
I021202,20220202,P0095,2,4934,2680
I021203,20241023,P0316,140,3702,364
I021204,20220607,P0262,86,1106,1833
I021205,20221120,P0337,112,105,3090
I021206,20250115,P0400,88,1056,3897
I021207,20221007,P0338,92,4328,1205
I021208,20240628,P0305,107,1234,2525
I021209,20250315,P0226,30,2750,1704
I021210,20240806,P0364,41,4910,3589
I021211,20241112,P0304,44,780,3468
I021212,20221018,P0310,21,2810,1796
I021213,20220420,P0223,15,2413,393
I021214,20240731,P0094,42,161,1812
I021215,20220210,P0296,129,3833,3577
I021216,20241114,P0192,109,135,1383
I021217,20250610,P0283,75,745,315
I021218,20240704,P0188,98,935,3062
I021219,20251102,P0357,50,4589,3083
I021220,20230128,P0221,90,3337,3914
I021221,20230625,P0064,15,1450,1882
I021222,20250410,P0390,65,343,3661
I021223,20230828,P0056,140,3054,1698
I021224,20230509,P0450,15,2160,497
I021225,20250422,P0432,91,3705,895
I021226,20240919,P0396,18,1909,1128
I021227,20250213,P0369,150,4064,3475
I021228,20241025,P0496,114,3961,573
I021229,20240106,P0471,141,3079,3071
I021230,20220123,P0370,66,3337,3583
I021231,20230414,P0120,70,3543,1908
I021232,20250322,P0418,72,3884,1441
I021233,20220324,P0376,60,3050,3052
I021234,20221024,P0084,150,3566,2076
I021235,20240729,P0078,145,1535,1527
I021236,20220524,P0211,111,3839,2877
I021237,20230801,P0062,139,826,1450
I021238,20231206,P0251,83,2670,3124
I021239,20250516,P0453,122,2769,2974
I021240,20220305,P0353,138,420,3414
I021241,20220603,P0292,102,4618,3237
I021242,20221121,P0332,112,2176,1536
I021243,20240130,P0022,11,4379,2278
I021244,20220622,P0431,150,4030,1538
I021245,20220514,P0015,110,760,496
I021246,20241018,P0412,7,203,3866
I021247,20230313,P0174,14,2608,3898
I021248,20230616,P0030,144,2924,514
I021249,20220108,P0234,115,4294,1289
I021250,20240803,P0271,108,1946,3724
I021251,20221216,P0477,3,4684,1365
I021252,20250420,P0275,10,1590,2982
I021253,20240210,P0192,75,2496,2653
I021254,20230109,P0445,101,779,2581
I021255,20251109,P0088,131,3595,2192
I021256,20251104,P0019,24,1051,391
I021257,20230827,P0390,14,1299,1774
I021258,20230220,P0288,107,2506,3838
I021259,20251014,P0155,121,2863,2321
I021260,20230930,P0116,121,4047,3057
I021261,20250701,P0427,103,3428,3462
I021262,20230419,P0441,34,3263,2737
I021263,20220906,P0086,11,4629,915
I021264,20250530,P0393,122,2132,3221
I021265,20220630,P0069,7,4697,2647
I021266,20240706,P0115,80,4237,3149
I021267,20230327,P0386,65,2521,115
I021268,20251211,P0408,31,1948,402
I021269,20240909,P0324,122,1933,252
I021270,20231209,P0025,16,522,1020
I021271,20241129,P0456,104,4663,916
I021272,20221106,P0464,145,3052,651
I021273,20241024,P0439,81,3068,1865
I021274,20230811,P0204,146,3733,3383
I021275,20230801,P0321,94,917,3933
I021276,20241220,P0488,113,490,3513
I021277,20250712,P0039,25,4136,3871
I021278,20251111,P0232,61,2271,2609
I021279,20251128,P0391,16,357,106
I021280,20230909,P0009,65,2917,3505
I021281,20221029,P0199,115,3627,59
I021282,20230403,P0299,141,2394,3571
I021283,20230806,P0418,137,782,2703
I021284,20250319,P0320,58,243,2539
I021285,20220530,P0128,112,3862,420
I021286,20241019,P0046,75,1492,3637
I021287,20250101,P0440,130,719,1337
I021288,20220503,P0017,43,3464,2598
I021289,20250114,P0229,14,1158,3087
I021290,20250519,P0237,134,776,1717
I021291,20251117,P0445,12,1547,1322
I021292,20241220,P0451,62,4320,1453
I021293,20230305,P0467,24,4132,1388
I021294,20231216,P0424,142,4471,2295
I021295,20241113,P0019,34,715,932
I021296,20241114,P0492,6,1258,1063
I021297,20220904,P0137,39,2624,3591
I021298,20220219,P0413,123,1935,2837
I021299,20250123,P0356,81,4528,2868
I021300,20250406,P0490,140,4860,3828
I021301,20221221,P0285,83,2177,3442
I021302,20220430,P0187,95,4976,557
I021303,20241013,P0025,116,346,2296
I021304,20230319,P0007,79,1092,2272
I021305,20220323,P0153,127,2344,2419
I021306,20221002,P0074,139,4745,1034
I021307,20240802,P0268,91,4493,3279
I021308,20240520,P0484,130,4192,3483
I021309,20240307,P0409,2,2537,1386
I021310,20230703,P0398,72,1364,3750
I021311,20241113,P0446,103,3454,266
I021312,20221005,P0182,67,4910,2264
I021313,20240717,P0405,34,1696,2141
I021314,20230212,P0200,42,622,66
I021315,20240723,P0061,14,1307,3384
I021316,20231108,P0465,22,3038,1699
I021317,20250811,P0466,52,4472,370
I021318,20240312,P0199,20,811,3530
I021319,20230117,P0213,108,3223,3540
I021320,20250225,P0317,62,1429,2297
I021321,20240622,P0157,89,3586,1981
I021322,20241220,P0159,74,118,2394
I021323,20240501,P0202,30,976,1561
I021324,20250304,P0454,84,4462,534
I021325,20240508,P0121,116,4390,1146
I021326,20231108,P0112,14,1276,3524
I021327,20250601,P0100,32,4705,2081
I021328,20230822,P0229,108,3642,468
I021329,20250501,P0061,140,3430,2308
I021330,20221016,P0422,77,4939,1901
I021331,20251226,P0054,50,2160,2717
I021332,20240419,P0181,9,1875,3330
I021333,20240710,P0319,95,619,1450
I021334,20250530,P0018,32,539,3982
I021335,20230125,P0335,24,446,2258
I021336,20250326,P0233,105,4406,2465
I021337,20250316,P0235,73,469,3516
I021338,20230811,P0064,142,4973,3568
I021339,20230408,P0023,107,3412,3596
I021340,20250814,P0260,70,1619,2021
I021341,20241126,P0435,44,4226,3113
I021342,20221107,P0009,19,953,3351
I021343,20231228,P0193,142,3001,914
I021344,20230619,P0010,25,1703,3260
I021345,20240303,P0380,4,930,118
I021346,20221114,P0201,42,408,2811
I021347,20250812,P0211,82,881,1109
I021348,20250225,P0174,49,3251,627
I021349,20230704,P0313,19,1065,3988
I021350,20220515,P0227,95,4045,1132
I021351,20220915,P0131,16,481,2734
I021352,20240101,P0447,32,556,1606
I021353,20250127,P0073,11,2369,2086
I021354,20250527,P0091,48,4582,264
I021355,20250101,P0138,44,1193,616
I021356,20250615,P0277,43,3586,337
I021357,20250807,P0255,90,499,3088
I021358,20220620,P0018,110,4238,1404
I021359,20250507,P0478,141,1283,1165
I021360,20241228,P0496,32,4393,1183
I021361,20250205,P0358,140,435,3481
I021362,20230104,P0143,29,3325,654
I021363,20240214,P0050,122,4835,3738
I021364,20250530,P0393,91,1411,3969
I021365,20230306,P0370,87,534,3946
I021366,20250731,P0386,61,1000,1311
I021367,20250206,P0050,40,1858,2175
I021368,20220805,P0161,19,2989,732
I021369,20240804,P0471,47,1257,1498
I021370,20220426,P0174,122,2894,1723
I021371,20250305,P0025,83,3506,755
I021372,20230203,P0298,150,532,1741
I021373,20230211,P0189,118,2920,3207
I021374,20240610,P0390,28,1961,1014
I021375,20221212,P0110,125,1470,3880
I021376,20240208,P0340,87,1371,2306
I021377,20231015,P0025,35,1028,3684
I021378,20220916,P0097,40,4729,94
I021379,20231121,P0288,117,2387,58
I021380,20231116,P0133,118,1902,1064
I021381,20251110,P0093,1,593,2568
I021382,20231015,P0404,117,1068,2020
I021383,20220408,P0213,103,912,3213
I021384,20240915,P0192,21,2541,3051
I021385,20230121,P0485,105,2760,1776
I021386,20230206,P0367,17,4598,3518
I021387,20220720,P0112,61,280,2679
I021388,20250915,P0098,144,541,2390
I021389,20220824,P0473,34,2425,3829
I021390,20231120,P0420,8,673,2617
I021391,20230803,P0384,4,1814,1349
I021392,20230908,P0369,102,2725,3330
I021393,20240104,P0192,118,4496,3942
I021394,20220121,P0201,38,3829,2005
I021395,20230905,P0252,27,795,3846
I021396,20251024,P0111,131,1294,2019
I021397,20250303,P0389,6,3424,1411
I021398,20250123,P0355,44,224,1481
I021399,20251017,P0360,59,833,2965
I021400,20230409,P0250,26,1864,3692
I021401,20230212,P0276,71,4739,1583
I021402,20231128,P0275,24,320,92
I021403,20230601,P0065,102,4027,3923
I021404,20250619,P0434,65,3298,118
I021405,20251214,P0214,28,3170,3140
I021406,20220109,P0153,112,3467,1754
I021407,20220810,P0367,71,3121,1972
I021408,20241001,P0143,137,2435,3470
I021409,20250310,P0372,37,3449,436
I021410,20250828,P0454,57,3764,2776
I021411,20250110,P0011,52,3208,366
I021412,20221225,P0172,78,1022,2375
I021413,20240706,P0172,114,1819,2192
I021414,20250625,P0444,146,3106,3736
I021415,20240327,P0117,19,123,1088
I021416,20240306,P0192,130,4761,3990
I021417,20240219,P0480,39,2847,995
I021418,20230725,P0234,45,707,272
I021419,20230415,P0475,14,841,385
I021420,20220518,P0164,31,4758,927
I021421,20220817,P0181,69,4062,498
I021422,20251105,P0326,128,3909,286
I021423,20220620,P0308,126,1309,1373
I021424,20220129,P0092,53,1203,545
I021425,20230206,P0105,43,4210,272
I021426,20230119,P0013,111,2306,160
I021427,20231019,P0105,54,4841,352
I021428,20231025,P0439,9,3155,2446
I021429,20250620,P0072,88,3315,1810
I021430,20220807,P0280,145,4827,1081
I021431,20230225,P0243,11,4552,1367
I021432,20220227,P0404,7,1751,3026
I021433,20220705,P0323,17,2134,3672
I021434,20220228,P0263,92,3944,1526
I021435,20241107,P0228,108,357,3224
I021436,20240224,P0077,108,3267,817
I021437,20250503,P0493,45,3909,3097
I021438,20220325,P0183,34,2159,1998
I021439,20220602,P0134,72,2090,3317
I021440,20230812,P0052,39,4121,1267
I021441,20230814,P0409,146,3806,2579
I021442,20220826,P0159,20,2539,3883
I021443,20221116,P0413,37,1995,3960
I021444,20220609,P0214,150,3472,3227
I021445,20250312,P0156,32,4118,1290
I021446,20230123,P0424,36,2076,1054
I021447,20251025,P0423,10,609,1276
I021448,20251219,P0005,41,2513,3164
I021449,20220311,P0110,129,2733,2336
I021450,20221118,P0234,43,533,436
I021451,20240512,P0317,28,2014,2180
I021452,20250205,P0124,150,1322,916
I021453,20220121,P0220,109,529,3722
I021454,20250807,P0031,145,2454,3109
I021455,20250206,P0430,74,3387,2681
I021456,20230226,P0117,79,4642,1762
I021457,20230207,P0098,46,3499,1950
I021458,20251229,P0056,64,1770,2467
I021459,20230916,P0095,130,4844,3989
I021460,20230520,P0169,130,3739,2534
I021461,20251125,P0143,121,859,1034
I021462,20220312,P0270,80,4260,1923
I021463,20240121,P0171,141,4892,2517
I021464,20250622,P0197,40,603,2395
I021465,20250316,P0092,83,2161,1219
I021466,20220410,P0500,100,636,1235
I021467,20220614,P0474,112,4256,2373
I021468,20250125,P0170,35,1899,3742
I021469,20230521,P0163,134,4850,2108
I021470,20240611,P0132,132,587,3187
I021471,20251220,P0243,27,1663,1615
I021472,20230730,P0397,63,1287,3352
I021473,20220328,P0407,28,4802,2454
I021474,20231006,P0123,89,1917,2776
I021475,20220204,P0394,5,1171,3971
I021476,20240611,P0168,132,3083,559
I021477,20241109,P0340,25,2287,3253
